id,city,mesoregion,state_abbreviation,state,region,city_padr
3142700,Montalvânia,Norte de Minas,MG,Minas Gerais,Sudeste,MONTALVANIA
3142809,Monte Alegre de Minas,Triângulo Mineiro/Alto Paranaíba,MG,Minas Gerais,Sudeste,MONTE ALEGRE DE MINAS
3142908,Monte Azul,Norte de Minas,MG,Minas Gerais,Sudeste,MONTE AZUL
3143005,Monte Belo,Sul/Sudoeste de Minas,MG,Minas Gerais,Sudeste,MONTE BELO
3143104,Monte Carmelo,Triângulo Mineiro/Alto Paranaíba,MG,Minas Gerais,Sudeste,MONTE CARMELO
3143153,Monte Formoso,Jequitinhonha,MG,Minas Gerais,Sudeste,MONTE FORMOSO
3143203,Monte Santo de Minas,Sul/Sudoeste de Minas,MG,Minas Gerais,Sudeste,MONTE SANTO DE MINAS
3143302,Montes Claros,Norte de Minas,MG,Minas Gerais,Sudeste,MONTES CLAROS
3143401,Monte Sião,Sul/Sudoeste de Minas,MG,Minas Gerais,Sudeste,MONTE SIAO
3143450,Montezuma,Norte de Minas,MG,Minas Gerais,Sudeste,MONTEZUMA
3143500,Morada Nova de Minas,Central Mineira,MG,Minas Gerais,Sudeste,MORADA NOVA DE MINAS
3143609,Morro da Garça,Central Mineira,MG,Minas Gerais,Sudeste,MORRO DA GARCA
3143708,Morro do Pilar,Metropolitana de Belo Horizonte,MG,Minas Gerais,Sudeste,MORRO DO PILAR
3143807,Munhoz,Sul/Sudoeste de Minas,MG,Minas Gerais,Sudeste,MUNHOZ
3143906,Muriaé,Zona da Mata,MG,Minas Gerais,Sudeste,MURIAE
3144003,Mutum,Vale do Rio Doce,MG,Minas Gerais,Sudeste,MUTUM
3144102,Muzambinho,Sul/Sudoeste de Minas,MG,Minas Gerais,Sudeste,MUZAMBINHO
3144201,Nacip Raydan,Vale do Rio Doce,MG,Minas Gerais,Sudeste,NACIP RAYDAN
3144300,Nanuque,Vale do Mucuri,MG,Minas Gerais,Sudeste,NANUQUE
3144359,Naque,Vale do Rio Doce,MG,Minas Gerais,Sudeste,NAQUE
3144375,Natalândia,Noroeste de Minas,MG,Minas Gerais,Sudeste,NATALANDIA
3144409,Natércia,Sul/Sudoeste de Minas,MG,Minas Gerais,Sudeste,NATERCIA
3144508,Nazareno,Campo das Vertentes,MG,Minas Gerais,Sudeste,NAZARENO
3144607,Nepomuceno,Campo das Vertentes,MG,Minas Gerais,Sudeste,NEPOMUCENO
3144656,Ninheira,Norte de Minas,MG,Minas Gerais,Sudeste,NINHEIRA
3144672,Nova Belém,Vale do Rio Doce,MG,Minas Gerais,Sudeste,NOVA BELEM
3144706,Nova Era,Metropolitana de Belo Horizonte,MG,Minas Gerais,Sudeste,NOVA ERA
3144805,Nova Lima,Metropolitana de Belo Horizonte,MG,Minas Gerais,Sudeste,NOVA LIMA
3144904,Nova Módica,Vale do Rio Doce,MG,Minas Gerais,Sudeste,NOVA MODICA
3145000,Nova Ponte,Triângulo Mineiro/Alto Paranaíba,MG,Minas Gerais,Sudeste,NOVA PONTE
3145059,Nova Porteirinha,Norte de Minas,MG,Minas Gerais,Sudeste,NOVA PORTEIRINHA
3145109,Nova Resende,Sul/Sudoeste de Minas,MG,Minas Gerais,Sudeste,NOVA RESENDE
3145208,Nova Serrana,Oeste de Minas,MG,Minas Gerais,Sudeste,NOVA SERRANA
3145307,Novo Cruzeiro,Jequitinhonha,MG,Minas Gerais,Sudeste,NOVO CRUZEIRO
3145356,Novo Oriente de Minas,Vale do Mucuri,MG,Minas Gerais,Sudeste,NOVO ORIENTE DE MINAS
3145372,Novorizonte,Norte de Minas,MG,Minas Gerais,Sudeste,NOVORIZONTE
3145406,Olaria,Zona da Mata,MG,Minas Gerais,Sudeste,OLARIA
3145455,Olhos-d'Água,Norte de Minas,MG,Minas Gerais,Sudeste,OLHOS D AGUA
3145505,Olímpio Noronha,Sul/Sudoeste de Minas,MG,Minas Gerais,Sudeste,OLIMPIO NORONHA
3145604,Oliveira,Oeste de Minas,MG,Minas Gerais,Sudeste,OLIVEIRA
3145703,Oliveira Fortes,Zona da Mata,MG,Minas Gerais,Sudeste,OLIVEIRA FORTES
3145802,Onça de Pitangui,Metropolitana de Belo Horizonte,MG,Minas Gerais,Sudeste,ONCA DE PITANGUI
3145851,Oratórios,Zona da Mata,MG,Minas Gerais,Sudeste,ORATORIOS
3145877,Orizânia,Zona da Mata,MG,Minas Gerais,Sudeste,ORIZANIA
3145901,Ouro Branco,Metropolitana de Belo Horizonte,MG,Minas Gerais,Sudeste,OURO BRANCO
3146008,Ouro Fino,Sul/Sudoeste de Minas,MG,Minas Gerais,Sudeste,OURO FINO
3146107,Ouro Preto,Metropolitana de Belo Horizonte,MG,Minas Gerais,Sudeste,OURO PRETO
3146206,Ouro Verde de Minas,Vale do Mucuri,MG,Minas Gerais,Sudeste,OURO VERDE DE MINAS
3146255,Padre Carvalho,Norte de Minas,MG,Minas Gerais,Sudeste,PADRE CARVALHO
3146305,Padre Paraíso,Jequitinhonha,MG,Minas Gerais,Sudeste,PADRE PARAISO
3146404,Paineiras,Central Mineira,MG,Minas Gerais,Sudeste,PAINEIRAS
3146503,Pains,Oeste de Minas,MG,Minas Gerais,Sudeste,PAINS
3146552,Pai Pedro,Norte de Minas,MG,Minas Gerais,Sudeste,PAI PEDRO
3146602,Paiva,Zona da Mata,MG,Minas Gerais,Sudeste,PAIVA
3146701,Palma,Zona da Mata,MG,Minas Gerais,Sudeste,PALMA
3146750,Palmópolis,Jequitinhonha,MG,Minas Gerais,Sudeste,PALMOPOLIS
3146909,Papagaios,Metropolitana de Belo Horizonte,MG,Minas Gerais,Sudeste,PAPAGAIOS
3147006,Paracatu,Noroeste de Minas,MG,Minas Gerais,Sudeste,PARACATU
3147105,Pará de Minas,Metropolitana de Belo Horizonte,MG,Minas Gerais,Sudeste,PARA DE MINAS
3147204,Paraguaçu,Sul/Sudoeste de Minas,MG,Minas Gerais,Sudeste,PARAGUACU
3147303,Paraisópolis,Sul/Sudoeste de Minas,MG,Minas Gerais,Sudeste,PARAISOPOLIS
3147402,Paraopeba,Metropolitana de Belo Horizonte,MG,Minas Gerais,Sudeste,PARAOPEBA
3147501,Passabém,Metropolitana de Belo Horizonte,MG,Minas Gerais,Sudeste,PASSABEM
3147600,Passa Quatro,Sul/Sudoeste de Minas,MG,Minas Gerais,Sudeste,PASSA QUATRO
3147709,Passa Tempo,Oeste de Minas,MG,Minas Gerais,Sudeste,PASSA TEMPO
3147808,Passa Vinte,Sul/Sudoeste de Minas,MG,Minas Gerais,Sudeste,PASSA VINTE
3147907,Passos,Sul/Sudoeste de Minas,MG,Minas Gerais,Sudeste,PASSOS
3147956,Patis,Norte de Minas,MG,Minas Gerais,Sudeste,PATIS
3148004,Patos de Minas,Triângulo Mineiro/Alto Paranaíba,MG,Minas Gerais,Sudeste,PATOS DE MINAS
3148103,Patrocínio,Triângulo Mineiro/Alto Paranaíba,MG,Minas Gerais,Sudeste,PATROCINIO
3148202,Patrocínio do Muriaé,Zona da Mata,MG,Minas Gerais,Sudeste,PATROCINIO DO MURIAE
3148301,Paula Cândido,Zona da Mata,MG,Minas Gerais,Sudeste,PAULA CANDIDO
3148400,Paulistas,Vale do Rio Doce,MG,Minas Gerais,Sudeste,PAULISTAS
3148509,Pavão,Vale do Mucuri,MG,Minas Gerais,Sudeste,PAVAO
3148608,Peçanha,Vale do Rio Doce,MG,Minas Gerais,Sudeste,PECANHA
3148707,Pedra Azul,Jequitinhonha,MG,Minas Gerais,Sudeste,PEDRA AZUL
3148756,Pedra Bonita,Zona da Mata,MG,Minas Gerais,Sudeste,PEDRA BONITA
3148806,Pedra do Anta,Zona da Mata,MG,Minas Gerais,Sudeste,PEDRA DO ANTA
3148905,Pedra do Indaiá,Oeste de Minas,MG,Minas Gerais,Sudeste,PEDRA DO INDAIA
3149002,Pedra Dourada,Zona da Mata,MG,Minas Gerais,Sudeste,PEDRA DOURADA
3149101,Pedralva,Sul/Sudoeste de Minas,MG,Minas Gerais,Sudeste,PEDRALVA
3149150,Pedras de Maria da Cruz,Norte de Minas,MG,Minas Gerais,Sudeste,PEDRAS DE MARIA DA CRUZ
3149200,Pedrinópolis,Triângulo Mineiro/Alto Paranaíba,MG,Minas Gerais,Sudeste,PEDRINOPOLIS
3149309,Pedro Leopoldo,Metropolitana de Belo Horizonte,MG,Minas Gerais,Sudeste,PEDRO LEOPOLDO
3149408,Pedro Teixeira,Zona da Mata,MG,Minas Gerais,Sudeste,PEDRO TEIXEIRA
3149507,Pequeri,Zona da Mata,MG,Minas Gerais,Sudeste,PEQUERI
3149606,Pequi,Metropolitana de Belo Horizonte,MG,Minas Gerais,Sudeste,PEQUI
3149705,Perdigão,Oeste de Minas,MG,Minas Gerais,Sudeste,PERDIGAO
3149804,Perdizes,Triângulo Mineiro/Alto Paranaíba,MG,Minas Gerais,Sudeste,PERDIZES
3149903,Perdões,Oeste de Minas,MG,Minas Gerais,Sudeste,PERDOES
3149952,Periquito,Vale do Rio Doce,MG,Minas Gerais,Sudeste,PERIQUITO
3150000,Pescador,Vale do Rio Doce,MG,Minas Gerais,Sudeste,PESCADOR
3150109,Piau,Zona da Mata,MG,Minas Gerais,Sudeste,PIAU
3150158,Piedade de Caratinga,Vale do Rio Doce,MG,Minas Gerais,Sudeste,PIEDADE DE CARATINGA
3150208,Piedade de Ponte Nova,Zona da Mata,MG,Minas Gerais,Sudeste,PIEDADE DE PONTE NOVA
3150307,Piedade do Rio Grande,Campo das Vertentes,MG,Minas Gerais,Sudeste,PIEDADE DO RIO GRANDE
3150406,Piedade dos Gerais,Metropolitana de Belo Horizonte,MG,Minas Gerais,Sudeste,PIEDADE DOS GERAIS
3150505,Pimenta,Oeste de Minas,MG,Minas Gerais,Sudeste,PIMENTA
3150539,Pingo-d'Água,Vale do Rio Doce,MG,Minas Gerais,Sudeste,PINGO D AGUA
3150570,Pintópolis,Norte de Minas,MG,Minas Gerais,Sudeste,PINTOPOLIS
3150604,Piracema,Oeste de Minas,MG,Minas Gerais,Sudeste,PIRACEMA
3150703,Pirajuba,Triângulo Mineiro/Alto Paranaíba,MG,Minas Gerais,Sudeste,PIRAJUBA
3150802,Piranga,Zona da Mata,MG,Minas Gerais,Sudeste,PIRANGA
3150901,Piranguçu,Sul/Sudoeste de Minas,MG,Minas Gerais,Sudeste,PIRANGUCU
3151008,Piranguinho,Sul/Sudoeste de Minas,MG,Minas Gerais,Sudeste,PIRANGUINHO
3151107,Pirapetinga,Zona da Mata,MG,Minas Gerais,Sudeste,PIRAPETINGA
3151206,Pirapora,Norte de Minas,MG,Minas Gerais,Sudeste,PIRAPORA
3151305,Piraúba,Zona da Mata,MG,Minas Gerais,Sudeste,PIRAUBA
3151404,Pitangui,Metropolitana de Belo Horizonte,MG,Minas Gerais,Sudeste,PITANGUI
3151503,Piumhi,Oeste de Minas,MG,Minas Gerais,Sudeste,PIUMHI
3151602,Planura,Triângulo Mineiro/Alto Paranaíba,MG,Minas Gerais,Sudeste,PLANURA
3151701,Poço Fundo,Sul/Sudoeste de Minas,MG,Minas Gerais,Sudeste,POCO FUNDO
3151800,Poços de Caldas,Sul/Sudoeste de Minas,MG,Minas Gerais,Sudeste,POCOS DE CALDAS
3151909,Pocrane,Vale do Rio Doce,MG,Minas Gerais,Sudeste,POCRANE
3152006,Pompéu,Central Mineira,MG,Minas Gerais,Sudeste,POMPEU
3152105,Ponte Nova,Zona da Mata,MG,Minas Gerais,Sudeste,PONTE NOVA
3152131,Ponto Chique,Norte de Minas,MG,Minas Gerais,Sudeste,PONTO CHIQUE
3152170,Ponto dos Volantes,Jequitinhonha,MG,Minas Gerais,Sudeste,PONTO DOS VOLANTES
3152204,Porteirinha,Norte de Minas,MG,Minas Gerais,Sudeste,PORTEIRINHA
3152303,Porto Firme,Zona da Mata,MG,Minas Gerais,Sudeste,PORTO FIRME
3152402,Poté,Vale do Mucuri,MG,Minas Gerais,Sudeste,POTE
3152501,Pouso Alegre,Sul/Sudoeste de Minas,MG,Minas Gerais,Sudeste,POUSO ALEGRE
3152600,Pouso Alto,Sul/Sudoeste de Minas,MG,Minas Gerais,Sudeste,POUSO ALTO
3152709,Prados,Campo das Vertentes,MG,Minas Gerais,Sudeste,PRADOS
3152808,Prata,Triângulo Mineiro/Alto Paranaíba,MG,Minas Gerais,Sudeste,PRATA
3152907,Pratápolis,Sul/Sudoeste de Minas,MG,Minas Gerais,Sudeste,PRATAPOLIS
3153004,Pratinha,Triângulo Mineiro/Alto Paranaíba,MG,Minas Gerais,Sudeste,PRATINHA
3153103,Presidente Bernardes,Zona da Mata,MG,Minas Gerais,Sudeste,PRESIDENTE BERNARDES
3153202,Presidente Juscelino,Central Mineira,MG,Minas Gerais,Sudeste,PRESIDENTE JUSCELINO
3153301,Presidente Kubitschek,Jequitinhonha,MG,Minas Gerais,Sudeste,PRESIDENTE KUBITSCHEK
3153400,Presidente Olegário,Noroeste de Minas,MG,Minas Gerais,Sudeste,PRESIDENTE OLEGARIO
3153509,Alto Jequitibá,Zona da Mata,MG,Minas Gerais,Sudeste,ALTO JEQUITIBA
3153608,Prudente de Morais,Metropolitana de Belo Horizonte,MG,Minas Gerais,Sudeste,PRUDENTE DE MORAIS
3153707,Quartel Geral,Central Mineira,MG,Minas Gerais,Sudeste,QUARTEL GERAL
3153806,Queluzito,Metropolitana de Belo Horizonte,MG,Minas Gerais,Sudeste,QUELUZITO
3153905,Raposos,Metropolitana de Belo Horizonte,MG,Minas Gerais,Sudeste,RAPOSOS
3154002,Raul Soares,Zona da Mata,MG,Minas Gerais,Sudeste,RAUL SOARES
3154101,Recreio,Zona da Mata,MG,Minas Gerais,Sudeste,RECREIO
3154150,Reduto,Zona da Mata,MG,Minas Gerais,Sudeste,REDUTO
3154200,Resende Costa,Campo das Vertentes,MG,Minas Gerais,Sudeste,RESENDE COSTA
3154309,Resplendor,Vale do Rio Doce,MG,Minas Gerais,Sudeste,RESPLENDOR
3154408,Ressaquinha,Campo das Vertentes,MG,Minas Gerais,Sudeste,RESSAQUINHA
3154457,Riachinho,Norte de Minas,MG,Minas Gerais,Sudeste,RIACHINHO
3154507,Riacho dos Machados,Norte de Minas,MG,Minas Gerais,Sudeste,RIACHO DOS MACHADOS
3154606,Ribeirão das Neves,Metropolitana de Belo Horizonte,MG,Minas Gerais,Sudeste,RIBEIRAO DAS NEVES
3154705,Ribeirão Vermelho,Campo das Vertentes,MG,Minas Gerais,Sudeste,RIBEIRAO VERMELHO
3154804,Rio Acima,Metropolitana de Belo Horizonte,MG,Minas Gerais,Sudeste,RIO ACIMA
3154903,Rio Casca,Zona da Mata,MG,Minas Gerais,Sudeste,RIO CASCA
3155009,Rio Doce,Zona da Mata,MG,Minas Gerais,Sudeste,RIO DOCE
3155108,Rio do Prado,Jequitinhonha,MG,Minas Gerais,Sudeste,RIO DO PRADO
3155207,Rio Espera,Zona da Mata,MG,Minas Gerais,Sudeste,RIO ESPERA
3155306,Rio Manso,Metropolitana de Belo Horizonte,MG,Minas Gerais,Sudeste,RIO MANSO
3155405,Rio Novo,Zona da Mata,MG,Minas Gerais,Sudeste,RIO NOVO
3155504,Rio Paranaíba,Triângulo Mineiro/Alto Paranaíba,MG,Minas Gerais,Sudeste,RIO PARANAIBA
3155603,Rio Pardo de Minas,Norte de Minas,MG,Minas Gerais,Sudeste,RIO PARDO DE MINAS
3155702,Rio Piracicaba,Metropolitana de Belo Horizonte,MG,Minas Gerais,Sudeste,RIO PIRACICABA
3155801,Rio Pomba,Zona da Mata,MG,Minas Gerais,Sudeste,RIO POMBA
3155900,Rio Preto,Zona da Mata,MG,Minas Gerais,Sudeste,RIO PRETO
3156007,Rio Vermelho,Metropolitana de Belo Horizonte,MG,Minas Gerais,Sudeste,RIO VERMELHO
3156106,Ritápolis,Campo das Vertentes,MG,Minas Gerais,Sudeste,RITAPOLIS
3156205,Rochedo de Minas,Zona da Mata,MG,Minas Gerais,Sudeste,ROCHEDO DE MINAS
3156304,Rodeiro,Zona da Mata,MG,Minas Gerais,Sudeste,RODEIRO
3156403,Romaria,Triângulo Mineiro/Alto Paranaíba,MG,Minas Gerais,Sudeste,ROMARIA
3156452,Rosário da Limeira,Zona da Mata,MG,Minas Gerais,Sudeste,ROSARIO DA LIMEIRA
3156502,Rubelita,Norte de Minas,MG,Minas Gerais,Sudeste,RUBELITA
3156601,Rubim,Jequitinhonha,MG,Minas Gerais,Sudeste,RUBIM
3156700,Sabará,Metropolitana de Belo Horizonte,MG,Minas Gerais,Sudeste,SABARA
3156809,Sabinópolis,Vale do Rio Doce,MG,Minas Gerais,Sudeste,SABINOPOLIS
3156908,Sacramento,Triângulo Mineiro/Alto Paranaíba,MG,Minas Gerais,Sudeste,SACRAMENTO
3157005,Salinas,Norte de Minas,MG,Minas Gerais,Sudeste,SALINAS
3157104,Salto da Divisa,Jequitinhonha,MG,Minas Gerais,Sudeste,SALTO DA DIVISA
3157203,Santa Bárbara,Metropolitana de Belo Horizonte,MG,Minas Gerais,Sudeste,SANTA BARBARA
3157252,Santa Bárbara do Leste,Vale do Rio Doce,MG,Minas Gerais,Sudeste,SANTA BARBARA DO LESTE
3157278,Santa Bárbara do Monte Verde,Zona da Mata,MG,Minas Gerais,Sudeste,SANTA BARBARA DO MONTE VERDE
3157302,Santa Bárbara do Tugúrio,Campo das Vertentes,MG,Minas Gerais,Sudeste,SANTA BARBARA DO TUGURIO
3157336,Santa Cruz de Minas,Campo das Vertentes,MG,Minas Gerais,Sudeste,SANTA CRUZ DE MINAS
3157377,Santa Cruz de Salinas,Norte de Minas,MG,Minas Gerais,Sudeste,SANTA CRUZ DE SALINAS
3157401,Santa Cruz do Escalvado,Zona da Mata,MG,Minas Gerais,Sudeste,SANTA CRUZ DO ESCALVADO
3157500,Santa Efigênia de Minas,Vale do Rio Doce,MG,Minas Gerais,Sudeste,SANTA EFIGENIA DE MINAS
3157609,Santa Fé de Minas,Norte de Minas,MG,Minas Gerais,Sudeste,SANTA FE DE MINAS
3157658,Santa Helena de Minas,Vale do Mucuri,MG,Minas Gerais,Sudeste,SANTA HELENA DE MINAS
3157708,Santa Juliana,Triângulo Mineiro/Alto Paranaíba,MG,Minas Gerais,Sudeste,SANTA JULIANA
3157807,Santa Luzia,Metropolitana de Belo Horizonte,MG,Minas Gerais,Sudeste,SANTA LUZIA
3157906,Santa Margarida,Zona da Mata,MG,Minas Gerais,Sudeste,SANTA MARGARIDA
3158003,Santa Maria de Itabira,Metropolitana de Belo Horizonte,MG,Minas Gerais,Sudeste,SANTA MARIA DE ITABIRA
3158102,Santa Maria do Salto,Jequitinhonha,MG,Minas Gerais,Sudeste,SANTA MARIA DO SALTO
3158201,Santa Maria do Suaçuí,Vale do Rio Doce,MG,Minas Gerais,Sudeste,SANTA MARIA DO SUACUI
3158300,Santana da Vargem,Sul/Sudoeste de Minas,MG,Minas Gerais,Sudeste,SANTANA DA VARGEM
3158409,Santana de Cataguases,Zona da Mata,MG,Minas Gerais,Sudeste,SANTANA DE CATAGUASES
3158508,Santana de Pirapama,Metropolitana de Belo Horizonte,MG,Minas Gerais,Sudeste,SANTANA DE PIRAPAMA
3158607,Santana do Deserto,Zona da Mata,MG,Minas Gerais,Sudeste,SANTANA DO DESERTO
3158706,Santana do Garambéu,Campo das Vertentes,MG,Minas Gerais,Sudeste,SANTANA DO GARAMBEU
3158805,Santana do Jacaré,Oeste de Minas,MG,Minas Gerais,Sudeste,SANTANA DO JACARE
3158904,Santana do Manhuaçu,Zona da Mata,MG,Minas Gerais,Sudeste,SANTANA DO MANHUACU
3158953,Santana do Paraíso,Vale do Rio Doce,MG,Minas Gerais,Sudeste,SANTANA DO PARAISO
3159001,Santana do Riacho,Metropolitana de Belo Horizonte,MG,Minas Gerais,Sudeste,SANTANA DO RIACHO
3159100,Santana dos Montes,Metropolitana de Belo Horizonte,MG,Minas Gerais,Sudeste,SANTANA DOS MONTES
3159209,Santa Rita de Caldas,Sul/Sudoeste de Minas,MG,Minas Gerais,Sudeste,SANTA RITA DE CALDAS
3159308,Santa Rita de Jacutinga,Zona da Mata,MG,Minas Gerais,Sudeste,SANTA RITA DE JACUTINGA
3159357,Santa Rita de Minas,Vale do Rio Doce,MG,Minas Gerais,Sudeste,SANTA RITA DE MINAS
3159407,Santa Rita de Ibitipoca,Zona da Mata,MG,Minas Gerais,Sudeste,SANTA RITA DE IBITIPOCA
3159506,Santa Rita do Itueto,Vale do Rio Doce,MG,Minas Gerais,Sudeste,SANTA RITA DO ITUETO
3159605,Santa Rita do Sapucaí,Sul/Sudoeste de Minas,MG,Minas Gerais,Sudeste,SANTA RITA DO SAPUCAI
3159704,Santa Rosa da Serra,Triângulo Mineiro/Alto Paranaíba,MG,Minas Gerais,Sudeste,SANTA ROSA DA SERRA
3159803,Santa Vitória,Triângulo Mineiro/Alto Paranaíba,MG,Minas Gerais,Sudeste,SANTA VITORIA
3159902,Santo Antônio do Amparo,Oeste de Minas,MG,Minas Gerais,Sudeste,SANTO ANTONIO DO AMPARO
3160009,Santo Antônio do Aventureiro,Zona da Mata,MG,Minas Gerais,Sudeste,SANTO ANTONIO DO AVENTUREIRO
3160108,Santo Antônio do Grama,Zona da Mata,MG,Minas Gerais,Sudeste,SANTO ANTONIO DO GRAMA
3160207,Santo Antônio do Itambé,Metropolitana de Belo Horizonte,MG,Minas Gerais,Sudeste,SANTO ANTONIO DO ITAMBE
3160306,Santo Antônio do Jacinto,Jequitinhonha,MG,Minas Gerais,Sudeste,SANTO ANTONIO DO JACINTO
3160405,Santo Antônio do Monte,Oeste de Minas,MG,Minas Gerais,Sudeste,SANTO ANTONIO DO MONTE
3160454,Santo Antônio do Retiro,Norte de Minas,MG,Minas Gerais,Sudeste,SANTO ANTONIO DO RETIRO
3160504,Santo Antônio do Rio Abaixo,Metropolitana de Belo Horizonte,MG,Minas Gerais,Sudeste,SANTO ANTONIO DO RIO ABAIXO
3160603,Santo Hipólito,Central Mineira,MG,Minas Gerais,Sudeste,SANTO HIPOLITO
3160702,Santos Dumont,Zona da Mata,MG,Minas Gerais,Sudeste,SANTOS DUMONT
3160801,São Bento Abade,Sul/Sudoeste de Minas,MG,Minas Gerais,Sudeste,SAO BENTO ABADE
3160900,São Brás do Suaçuí,Metropolitana de Belo Horizonte,MG,Minas Gerais,Sudeste,SAO BRAS DO SUACUI
3160959,São Domingos das Dores,Vale do Rio Doce,MG,Minas Gerais,Sudeste,SAO DOMINGOS DAS DORES
3161007,São Domingos do Prata,Metropolitana de Belo Horizonte,MG,Minas Gerais,Sudeste,SAO DOMINGOS DO PRATA
3161056,São Félix de Minas,Vale do Rio Doce,MG,Minas Gerais,Sudeste,SAO FELIX DE MINAS
3161106,São Francisco,Norte de Minas,MG,Minas Gerais,Sudeste,SAO FRANCISCO
3161205,São Francisco de Paula,Oeste de Minas,MG,Minas Gerais,Sudeste,SAO FRANCISCO DE PAULA
3161304,São Francisco de Sales,Triângulo Mineiro/Alto Paranaíba,MG,Minas Gerais,Sudeste,SAO FRANCISCO DE SALES
3161403,São Francisco do Glória,Zona da Mata,MG,Minas Gerais,Sudeste,SAO FRANCISCO DO GLORIA
3161502,São Geraldo,Zona da Mata,MG,Minas Gerais,Sudeste,SAO GERALDO
3161601,São Geraldo da Piedade,Vale do Rio Doce,MG,Minas Gerais,Sudeste,SAO GERALDO DA PIEDADE
3161650,São Geraldo do Baixio,Vale do Rio Doce,MG,Minas Gerais,Sudeste,SAO GERALDO DO BAIXIO
3161700,São Gonçalo do Abaeté,Noroeste de Minas,MG,Minas Gerais,Sudeste,SAO GONCALO DO ABAETE
3161809,São Gonçalo do Pará,Oeste de Minas,MG,Minas Gerais,Sudeste,SAO GONCALO DO PARA
3161908,São Gonçalo do Rio Abaixo,Metropolitana de Belo Horizonte,MG,Minas Gerais,Sudeste,SAO GONCALO DO RIO ABAIXO
3162005,São Gonçalo do Sapucaí,Sul/Sudoeste de Minas,MG,Minas Gerais,Sudeste,SAO GONCALO DO SAPUCAI
3162104,São Gotardo,Triângulo Mineiro/Alto Paranaíba,MG,Minas Gerais,Sudeste,SAO GOTARDO
3162203,São João Batista do Glória,Sul/Sudoeste de Minas,MG,Minas Gerais,Sudeste,SAO JOAO BATISTA DO GLORIA
3162252,São João da Lagoa,Norte de Minas,MG,Minas Gerais,Sudeste,SAO JOAO DA LAGOA
3162302,São João da Mata,Sul/Sudoeste de Minas,MG,Minas Gerais,Sudeste,SAO JOAO DA MATA
3162401,São João da Ponte,Norte de Minas,MG,Minas Gerais,Sudeste,SAO JOAO DA PONTE
3162450,São João das Missões,Norte de Minas,MG,Minas Gerais,Sudeste,SAO JOAO DAS MISSOES
3162500,São João del Rei,Campo das Vertentes,MG,Minas Gerais,Sudeste,SAO JOAO DEL REI
3162559,São João do Manhuaçu,Zona da Mata,MG,Minas Gerais,Sudeste,SAO JOAO DO MANHUACU
3162575,São João do Manteninha,Vale do Rio Doce,MG,Minas Gerais,Sudeste,SAO JOAO DO MANTENINHA
3162609,São João do Oriente,Vale do Rio Doce,MG,Minas Gerais,Sudeste,SAO JOAO DO ORIENTE
3162658,São João do Pacuí,Norte de Minas,MG,Minas Gerais,Sudeste,SAO JOAO DO PACUI
3162708,São João do Paraíso,Norte de Minas,MG,Minas Gerais,Sudeste,SAO JOAO DO PARAISO
3162807,São João Evangelista,Vale do Rio Doce,MG,Minas Gerais,Sudeste,SAO JOAO EVANGELISTA
3162906,São João Nepomuceno,Zona da Mata,MG,Minas Gerais,Sudeste,SAO JOAO NEPOMUCENO
3162922,São Joaquim de Bicas,Metropolitana de Belo Horizonte,MG,Minas Gerais,Sudeste,SAO JOAQUIM DE BICAS
3162948,São José da Barra,Sul/Sudoeste de Minas,MG,Minas Gerais,Sudeste,SAO JOSE DA BARRA
3162955,São José da Lapa,Metropolitana de Belo Horizonte,MG,Minas Gerais,Sudeste,SAO JOSE DA LAPA
3163003,São José da Safira,Vale do Rio Doce,MG,Minas Gerais,Sudeste,SAO JOSE DA SAFIRA
3163102,São José da Varginha,Metropolitana de Belo Horizonte,MG,Minas Gerais,Sudeste,SAO JOSE DA VARGINHA
3163201,São José do Alegre,Sul/Sudoeste de Minas,MG,Minas Gerais,Sudeste,SAO JOSE DO ALEGRE
3163300,São José do Divino,Vale do Rio Doce,MG,Minas Gerais,Sudeste,SAO JOSE DO DIVINO
3163409,São José do Goiabal,Metropolitana de Belo Horizonte,MG,Minas Gerais,Sudeste,SAO JOSE DO GOIABAL
3163508,São José do Jacuri,Vale do Rio Doce,MG,Minas Gerais,Sudeste,SAO JOSE DO JACURI
3163607,São José do Mantimento,Zona da Mata,MG,Minas Gerais,Sudeste,SAO JOSE DO MANTIMENTO
3163706,São Lourenço,Sul/Sudoeste de Minas,MG,Minas Gerais,Sudeste,SAO LOURENCO
3163805,São Miguel do Anta,Zona da Mata,MG,Minas Gerais,Sudeste,SAO MIGUEL DO ANTA
3163904,São Pedro da União,Sul/Sudoeste de Minas,MG,Minas Gerais,Sudeste,SAO PEDRO DA UNIAO
3164001,São Pedro dos Ferros,Zona da Mata,MG,Minas Gerais,Sudeste,SAO PEDRO DOS FERROS
3164100,São Pedro do Suaçuí,Vale do Rio Doce,MG,Minas Gerais,Sudeste,SAO PEDRO DO SUACUI
3164209,São Romão,Norte de Minas,MG,Minas Gerais,Sudeste,SAO ROMAO
3164308,São Roque de Minas,Oeste de Minas,MG,Minas Gerais,Sudeste,SAO ROQUE DE MINAS
3164407,São Sebastião da Bela Vista,Sul/Sudoeste de Minas,MG,Minas Gerais,Sudeste,SAO SEBASTIAO DA BELA VISTA
3164431,São Sebastião da Vargem Alegre,Zona da Mata,MG,Minas Gerais,Sudeste,SAO SEBASTIAO DA VARGEM ALEGRE
